date,open,high,low,close,volume,stock,daily_variation,daily_return,sma_7,std_7,ema_14,macd,macd_signal,cumulative_return,gain,loss,rsi,L14,H14,stochastic_oscillator,prev_high,prev_low,prev_close,atr,smoothed_plus_dm,smoothed_minus_dm,dx,adx,label_3,label_7,title,sentiment
2016-09-29,45.19,45.26,44.21,44.37,45266713,WFC,0.0232352290329718,-0.0207459721915692,45.078,0.5081043199975024,45.61860506177827,-0.0015089603018229,-0.0013245205993132,27.207568807339435,0.0,0.0207459721915692,21.494590854814845,44.21,48.64,3.611738148984122,45.48,44.955,45.31,0.8248804113067912,14.823094987122373,40.1053058443722,46.0275749421666,43.02367730305055,hold,hold,Hearing DoJ Has Reached $4M Settlement with Wells Fargo Related to Dealer Services Illegally Repossessing Service Members' Cars,-1.0
2016-09-30,44.33,44.73,44.1,44.28,54117665,WFC,0.014211594856756,-0.0020283975659228,44.786,0.4485866694410286,45.37522232327312,-0.0011014263779978,-0.0012799017550501,26.949541284403665,0.0,0.0020283975659228,21.71864260620264,44.1,47.86,4.7872340425531865,45.26,44.21,44.37,0.8109603819277345,13.067193951758089,37.16310236773558,47.97086655175914,43.6833025362117,hold,hold,Congressman: Regulators Must Look At What Is Going On At Other Large Banks,0.0
2016-10-03,44.12,44.16,43.56,43.83,38197732,WFC,0.0135992747053489,-0.0101626016260163,44.57600000000001,0.6102294650377409,45.09427280995073,-0.0014184639253447,-0.001307614189109,25.65940366972476,0.0,0.0101626016260163,25.25595001320859,43.56,47.58,6.716417910447668,44.73,44.1,44.28,0.8044632117900391,11.416365907348633,41.41821450146489,56.78449296270277,45.430127926410506,buy,buy,Stocks Hitting 52-Week Lows,0.0
2016-10-04,43.62,44.09,43.55,43.75,44008293,WFC,0.0123796423658873,-0.001825233858088,44.30800000000001,0.6221896816890438,44.84985957177787,-0.0009856011684131,-0.0012432115849698,25.430045871559624,0.0,0.001825233858088,26.72262388497312,43.55,47.2,5.4794520547945895,44.16,43.56,43.83,0.7855729823764653,10.13210363058133,36.92867906612139,56.940352242415095,46.964824501877786,buy,buy,Why Capital One's Decelerating Card Growth Is A Good Thing,1.0
2016-10-05,43.83,45.08,43.83,44.99,40458953,WFC,0.028519279032626,0.0283428571428572,44.24400000000001,0.4972725610772517,44.87533964963644,0.0017713396032573,-0.0006403013473244,28.985091743119263,0.0283428571428572,0.0,41.95465430656225,43.55,47.2,39.45205479452062,44.09,43.55,43.75,0.824460626492432,24.377439793681297,30.495270161779647,11.149131094607988,42.18939871424181,hold,hold,Wells Fargo Responds to Chicago City Council Ordinance: Says 'Disappointed' City Has Chosen to Suspend Realtionship,0.0
2016-10-06,45.18,45.39,44.83,45.18,29878198,WFC,0.0123948649845064,0.0042231607023781,44.406,0.6553853828094496,44.93073244061164,0.0019870713795049,-0.0001148268019585,29.52981651376146,0.0042231607023781,0.0,48.43065497534749,43.55,47.2,44.65753424657535,45.08,43.83,44.99,0.8055705817429728,26.75346874427666,27.048980475188493,0.5492533057489892,36.637379326442776,hold,hold,A Look Into Warren Buffett's Worst Investment Ever Provides A Great Lesson,1.0
2016-10-07,45.2,45.45,44.93,45.33,24893588,WFC,0.0115044247787611,0.0033200531208499,44.616,0.7641204093598317,45.00332654231861,0.0020614045437992,0.0003204194671929,29.959862385321085,0.0033200531208499,0.0,44.668126026620506,43.55,47.2,48.76712328767119,45.39,44.83,45.18,0.7851726830470465,24.80757861703788,24.051458088691703,1.5475551286452365,31.95873610006977,hold,hold,Bullish On The 'New' Looking XLF,1.0
2016-10-10,45.7,45.92,45.44,45.65,21804917,WFC,0.0105032822757112,0.0070593425987204,44.98,0.72876608044018,45.12090353462432,0.0023944418867795,0.0007352239511102,30.87729357798164,0.0070593425987204,0.0,42.49428329565282,43.55,46.54,70.23411371237458,45.45,44.93,45.33,0.7712317771151148,30.014066684607577,21.22138719796276,17.161318618933876,29.98574710258499,hold,hold,Dan Nathan's Financial Select Sector SPDR Fund Hedge,0.0
2016-10-11,45.8,45.815,45.15,45.45,25442608,WFC,0.0145196506550218,-0.0043811610076669,45.32,0.2521904042584789,45.18073925560172,0.0017154487266474,0.0009312689062177,30.303899082568808,0.0,0.0043811610076669,46.7320358636977,43.55,46.12,73.92996108949438,45.92,45.44,45.65,0.7636437930354638,26.27066254218906,23.63806341554775,5.274827349571335,26.69095780218317,hold,hold,Mike Khouw Sees Unusual Options Activity In Wells Fargo,0.0
2016-10-12,45.51,45.83,45.315,45.32,21780463,WFC,0.0113161942430235,-0.0028602860286028,45.386,0.1758692696295683,45.206059390946855,0.0012852481154533,0.0010020647480648,29.931192660550447,0.0,0.0028602860286028,46.54300230201456,43.55,45.92,74.68354430379746,45.815,45.15,45.45,0.7458835221043593,23.57817373560607,20.97412248537556,5.844931622186866,23.91148764485033,hold,hold,Shares of Wells Fargo Up 2% After Hours,1.0
2016-10-13,45.24,45.24,44.28,44.75,44174614,WFC,0.0212201591511936,-0.0125772285966461,45.3,0.3349626844889741,45.1231395016838,0.0001584089346972,0.0008333335853913,28.297018348623844,0.0,0.0125772285966461,41.707165853959815,43.55,45.92,50.63291139240509,45.83,45.315,45.32,0.7668918419540478,19.87463455399315,35.67432921058604,28.442825186718544,24.51566598376609,hold,hold,Did Wells Fargo's CEO Stumpf 'Take One For The Team?',0.0
2016-10-14,45.17,45.52,44.315,44.71,45418598,WFC,0.0266769980075272,-0.0008938547486033,45.176,0.4240047169550039,45.04802322865038,0.0002057595252911,0.0007078187733712,28.18233944954128,0.0,0.0008938547486033,48.6242404130057,43.55,45.92,48.94514767932496,45.24,44.28,44.75,0.7981852818144733,21.22665351908036,29.70559882167193,16.647497239793836,23.466576817903128,hold,hold,7 Stocks You Should Be Watching Today,0.0
2016-10-17,44.54,44.76,44.32,44.5,18861278,WFC,0.0098787606645711,-0.004696935808544,44.946000000000005,0.4144031853161296,44.94838264162304,-6.286695723351637e-05,0.0005536816272503,27.580275229357788,0.0,0.004696935808544,44.28353708143028,43.55,45.92,40.08438818565405,45.52,44.315,44.71,0.7726006188277251,19.005630775407763,26.59739287964524,16.647497239793832,22.55736620748856,hold,hold,Wells Fargo To Trade Sideways,0.0
2016-10-18,44.75,45.0,44.41,44.95,23877562,WFC,0.0131843575418995,0.0101123595505618,44.846,0.3094026502798251,44.94867670678248,0.000908755422224,0.000624696386245,28.870412844036696,0.0101123595505618,0.0,46.85863586775008,43.55,45.92,59.07172995780603,44.76,44.32,44.5,0.7595577174828879,20.967369279887908,23.4469000775444,5.582734633552099,20.294081997630364,hold,hold,S&P Affirms Ratings on Wells Fargo; Outlook Lowered from Stable to Negative,-1.0
2016-10-19,44.86,45.53,44.86,45.26,26976973,WFC,0.0149353544360232,0.0068965517241377,44.834,0.2867577374722125,45.00528094191293,0.0014031101616031,0.0007803791413166,29.75917431192659,0.0068965517241377,0.0,60.32834605824447,43.55,45.92,72.15189873417711,45.0,44.41,44.95,0.7531607376626818,27.708742399003672,20.49324039228996,14.969305387198704,19.584111782906145,hold,hold,"The Market In 5 Minutes: Oil Inventories, Earnings Beats And A Walgreens-Rite Aid Snag",1.0
2016-09-06,74.93,75.62,74.55,75.42,5146028,CRM,0.0142799946616843,0.004260985352863,77.136,2.29495751594762,77.53188239804524,-0.0020244221847097,-0.0009843513804511,77.51103265666373,0.004260985352863,0.0,39.59161715572996,74.06,80.7,20.481927710843365,76.47,74.65,75.1,1.5104383821392835,11.396948783958608,44.54781492769905,59.25642355842595,37.94735525833888,hold,sell,Salesforce Raises ~$93.3M in Equity Financing -Form D,0.0
2016-09-08,75.0,75.02,74.37,74.88,5122237,CRM,0.0086666666666665,-0.001733102253033,75.264,0.412468180595689,76.67456590282366,-0.0014570017830887,-0.0012228157559514,76.24007060900266,0.0,0.001733102253033,40.22979073958257,74.06,80.7,12.349397590361342,75.61,74.58,75.01,1.4171126866405044,9.12412885903655,37.63978028427781,60.97790357485121,43.4804762596617,hold,hold,Is Google Eyeing An Acquisition Of Box After Forming A New Partnership?,0.0
2016-09-09,74.52,75.69,74.2,74.2,6915085,CRM,0.0199946323134728,-0.0090811965811964,74.922,0.4501333135903369,76.22464482958299,-0.0016920742198328,-0.0013166674487276,74.63959988231835,0.0,0.0090811965811964,34.02181913797601,74.06,80.7,2.1084337349397675,75.02,74.37,74.88,1.4223189233090394,14.159456501549933,32.50173692917868,39.30949699102527,42.92434569051018,hold,hold,"Benzinga's M&A Chatter for Thursday September 8, 2016",0.0
2016-09-12,73.78,74.71,73.5,74.36,5197766,CRM,0.0164001084304688,0.0021563342318058,74.774,0.4962660576785146,75.88561849693153,-0.0009605236798362,-0.0012454386949494,75.01618122977347,0.0021563342318058,0.0,35.90187376585234,73.5,80.7,11.94444444444443,75.69,74.2,74.2,1.407153285929822,12.4037857450635,35.10453189812773,47.78267739042458,43.57212325049876,hold,hold,"Salesforce To Acquire HeyWire, Adding To List Of 2016 Purchases",0.0
2016-09-13,73.65,74.0,72.65,73.06,6780285,CRM,0.0183299389002035,-0.0174825174825173,74.30199999999999,0.7732528693795028,75.37186967930761,-0.0019430574541458,-0.0013849624467887,71.95645778170052,0.0,0.0174825174825173,26.65064411732743,72.65,80.7,5.0931677018633135,74.71,73.5,74.36,1.4287851940776914,10.587192683652844,37.89545364438034,56.32584652240315,45.27261968675269,hold,hold,Salesforce CEO Marc Benioff Says Oracle Is Making A Desperation Move By Acquiring Netsuite,0.0
2016-09-14,73.06,74.51,73.0,73.82,5828730,CRM,0.0206679441554887,0.0104024089789214,74.064,0.6781445273712382,75.08971155579712,-0.0004662671897534,-0.0012012233953816,73.7452191821124,0.0104024089789214,0.0,32.39398235088744,72.65,80.7,14.53416149068308,74.0,72.65,73.06,1.4345862516435712,13.878506254566766,32.70991987470996,40.420798006544615,44.625710129391614,hold,hold,"HP Inc Lands On A New Cloud, Partners With Microsoft",0.0
2016-09-15,73.52,74.295,73.36,73.99,4295469,CRM,0.0127176278563656,0.0023028989433757,73.886,0.5051534420386616,74.88976400019764,4.996104520848914e-05,-0.0009509865072636,74.14533686378346,0.0023028989433757,0.0,16.346934911044187,72.65,80.7,16.645962732919127,74.51,73.0,73.82,1.3989015193833163,12.334863313516689,29.07174470003689,40.420798006544615,44.06505517967869,hold,hold,Watch These 5 Huge Put Purchases In Thursday Trade,0.0
2016-09-16,73.76,73.98,73.23,73.29,7317431,CRM,0.0101681127982646,-0.0094607379375589,73.70400000000001,0.5271906675989675,74.59889781834352,-0.0004845657702686,-0.0008577023598646,72.49779346866728,0.0,0.0094607379375589,15.32030078444896,72.65,80.24,8.432147562582365,74.295,73.36,73.99,1.3532656965702217,11.050718173435566,27.326025885476074,42.40929789941663,43.84428754231041,hold,sell,Traders Talking Bazaarvoice Takeout; Potential Suitors Decline To Comment,0.0
2016-09-19,73.72,73.78,72.595,73.0,3881760,CRM,0.0160743353228432,-0.0039568836130441,73.432,0.4491881565706691,74.30818912409924,-0.0004587785625441,-0.0007779176004005,71.81523977640484,0.0,0.0039568836130441,15.009761274118077,72.595,80.22,5.31147540983608,73.98,73.23,73.29,1.3412467182437775,9.663111645859356,30.20731118497589,51.52741827264477,44.868704973021664,hold,sell,Oracle Corporation Is At Risk From Competitors Like Salesforce,-1.0
2016-09-20,73.54,73.79,72.66,72.91,4833461,CRM,0.015365787326625,-0.0012328767123288,73.402,0.4839111488727528,74.05397291971755,-0.000216046968258,-0.000665543473972,71.60341276846131,0.0,0.0012328767123288,14.99719500007484,72.595,80.1,4.197201865423024,73.78,72.595,73.0,1.3261576669406512,8.570525331914798,26.477542555186908,51.0927372115203,45.69857593815482,sell,sell,Microsoft Shares Indicated Up ~1%; Watch for Upside in Other Big Tech Names,1.0
2016-09-21,73.22,74.26,72.11,74.18,6315838,CRM,0.029363561868342,0.0174187354272392,73.474,0.5790768515519974,74.07688693431436,0.0014644673229374,-0.0002395413145901,74.59252721388646,0.0174187354272392,0.0,26.140025043165053,72.11,76.55,46.62162162162181,73.79,72.66,72.91,1.385003547873462,7.1121975414925975,27.267037193600235,58.62503865315667,47.42210430015507,sell,sell,Jim Cramer Gives His Opinion About Coty And Salesforce,0.0
2016-09-22,75.0,75.22,74.31,74.59,5155738,CRM,0.0121333333333332,0.005527096252359,73.59400000000001,0.7497532927593006,74.17018021898447,0.0018157996986934,0.0001715268880665,75.55751691674024,0.005527096252359,0.0,41.601470831954096,72.11,76.47,56.88073394495423,74.26,72.11,74.18,1.3603604373110714,15.684835478774724,24.059518777790814,21.071378452784,43.90867418717226,sell,sell,"Cisco, Salesforce Report Global Strategic Alliance",0.0
2016-09-23,73.09,73.2,70.095,70.39,23179173,CRM,0.0424818716650705,-0.0563078160611342,73.014,1.6385756009422447,73.48287472462366,-0.0028623323247813,-0.000435244954503,65.67225654604296,0.0,0.0563078160611342,28.66483551795733,70.095,75.69,5.272564789991095,75.22,74.31,74.59,1.5842632632174238,11.672360770832684,53.378545378984654,64.11314934199281,46.602604207815,hold,hold,"Citigroup Says A Salesforce.com Buyout Of Twitter 'would be negative', Believes Likelihood Of A Bid Is Low, Maintains Buy And $89 PT",1.0
2016-09-26,70.5,71.2097,69.88,70.19,11726656,CRM,0.0188609929078014,-0.0028413126864611,72.452,2.0697391139955488,72.88417022923753,-0.0022297821329455,-0.0007941523901915,65.20152986172404,0.0,0.0028413126864611,26.013098363782305,69.88,75.69,5.335628227194529,73.2,70.095,70.39,1.5660801729876082,10.2334991052491,48.62899997273912,65.22913819309467,49.08614207251895,hold,hold,Salesforce Considers Bid for Twitter -Wall Street Journal,0.0
2016-09-27,69.97,70.65,69.81,70.05,8179528,CRM,0.0120051450621695,-0.0019945861233794,71.88000000000001,2.2945151993401414,72.36886655119433,-0.0016412386142761,-0.0009635696350084,64.8720211827008,0.0,0.0019945861233794,26.6440258062044,69.81,75.69,4.081632653061141,71.2097,69.88,70.19,1.5142173034884936,9.172802351737875,44.20500997008584,65.63065456323493,51.292077071281085,hold,buy,Twitter Isn't Very Attractive Right Now And This Analyst Is Surprised It Has So Many Possible Suitors,-1.0
2016-09-28,70.39,71.73,70.15,71.62,7467277,CRM,0.022446370223043,0.022412562455389,71.36800000000001,1.9056547431270927,72.23270899643171,0.0007855835575092,-0.0006137389965049,68.56722565460431,0.022412562455389,0.0,37.04071265107999,69.81,75.69,30.78231292517013,70.65,69.81,70.05,1.5260589246678875,17.324145751823306,38.013730177903945,37.38774587653859,49.43816624531542,hold,sell,Najarian Brothers See Unusual Options Activity In Salesforce And Corning,0.0
2016-09-29,71.6,72.1161,71.145,71.2,5323376,CRM,0.0135628491620112,-0.0058642837196314,70.69,0.6845801633136943,72.04494372435322,0.0004222846119547,-0.0004065342748129,67.57869961753458,0.0,0.0058642837196314,37.78842825951355,69.81,75.22,25.69316081330871,71.73,70.15,71.62,1.4864190014773246,18.87801818375973,33.82381853404115,28.35916408437666,46.62763262385692,hold,hold,Salesforce Has Raised Concerns With Europe's Antitrust Authorities About Microsoft-LinkedIn Deals,-1.0
2016-09-30,71.3,71.79,71.25,71.33,5816986,CRM,0.0075736325385695,0.0018258426966291,70.878,0.7101901153935133,71.914953956289,0.0007462937036356,-0.0001759686791232,67.88467196234187,0.0018258426966291,0.0,37.659142429369176,69.81,75.22,28.09611829944541,72.1161,71.145,71.2,1.4223890728003732,17.097449691139964,30.633567047070294,28.359164084376648,44.19183681859288,sell,hold,Barclays On Salesforce: An Interesting Set Up Ahead Of Dreamforce,1.0
2016-10-03,71.15,71.5,70.03,70.52,4679852,CRM,0.0206605762473647,-0.0113556708257395,70.944,0.6423628258256131,71.66132596423645,-5.987453918089927e-05,-0.0001527498511347,65.97822889085026,0.0,0.0113556708257395,39.16814301031528,69.81,75.22,13.12384473197771,71.79,71.25,71.33,1.4257898533146325,14.78244647996969,37.894647727519946,43.87523950450584,44.14962384338128,hold,buy,Salesforce: A 'Launching Pad For Other Companies',0.0
2016-10-04,70.59,72.95,70.22,72.63,11238162,CRM,0.0386740331491713,0.0299205899035734,71.46,0.7685375722778968,71.83744851619346,0.0026018876596878,0.0003981776510297,70.94439541041483,0.0299205899035734,0.0,46.05431719379357,69.81,75.22,52.12569316081321,71.5,70.03,70.52,1.518947720935016,24.753830159509736,30.827809069927564,10.928031261087584,39.72007816574212,hold,hold,Salesforce Pops to High on Volume,1.0
2016-10-05,68.21,69.6,66.77,68.42,48274024,CRM,0.0414895176660313,-0.0579650282252511,70.82,1.5435834930455283,71.21609424052193,-0.0023531557977393,-0.000152089038724,61.035598705501634,0.0,0.0579650282252511,33.80544846711362,66.77,75.22,19.526627218934973,72.95,70.22,72.63,1.829022883725372,17.81632750896334,47.33805522874393,45.31042499263104,40.46545774266064,buy,buy,18 Biggest Mid-Day Gainers For Wednesday,0.0
2016-10-06,71.05,72.0,70.51,71.26,18527056,CRM,0.0209711470795213,0.0415083308973984,70.832,1.54750444264391,71.22407710588158,0.0017267009767127,0.0002236689643633,67.71991762283027,0.0415083308973984,0.0,45.59736322676719,66.77,75.22,53.1360946745563,69.6,66.77,68.42,1.9540926777449883,30.828429296905053,38.40046532478929,10.93768154072386,36.52842091573574,hold,hold,"Kate Kelly Tweets Comment from Chamath Palihapitiya at Ira Sohn San Francisco: 'Re $CRM buying $TWTR, @chamath thinks it's ""insane"" and ""doesn't make any sense"" #sohnsf2016'",0.0
2016-10-07,71.25,71.43,70.21,70.91,6707404,CRM,0.017122807017544,-0.0049115913555993,70.748,1.5249491794819316,71.16697217753946,0.0012004787145575,0.0004190309144021,66.89614592527214,0.0,0.0049115913555993,45.43062850410745,66.77,75.22,48.99408284023667,72.0,70.51,71.26,1.9016574864774904,27.45467779169272,36.30148586463946,13.876004397996883,33.50809871337056,hold,buy,"Re/code Publishes 'While all eyes are on Salesforce ringmaster Marc Benioff, the person to watch in the Twitter deal is Bret Taylor'",0.0
2016-10-10,73.58,75.73,73.58,75.1,22522673,CRM,0.0292198967110628,0.0590889860386405,71.66400000000002,2.4492100767396123,71.88206814525955,0.0058799748116738,0.0015112196938564,76.75786996175346,0.0590889860386405,0.0,55.71605577360392,66.77,75.73,92.9687499999999,71.43,70.21,70.91,2.1101105231576702,48.614266074732384,28.35329842971997,26.32403373480835,32.550223382895595,sell,sell,"The Market In 5 Minutes: Earnings Season, Tesla, Twitter And The EpiPen",0.0
2016-10-11,73.9,73.92,71.55,72.42,16425353,CRM,0.0320703653585927,-0.0356857523302263,71.622,2.4302304417488583,71.97987393703053,0.0019188604331325,0.0015927478417117,70.45013239187998,0.0,0.0356857523302263,47.53230031000237,66.77,75.73,63.05803571428572,75.73,73.58,75.1,2.2129597715035505,40.174225325761405,35.66179344121488,5.950248915903686,29.00356012063001,hold,hold,What Does Facebook's Workplace Software Mean?,0.0
2016-10-12,72.26,72.665,71.84,72.23,6301780,CRM,0.0114171048989759,-0.0026235846451255,72.384,1.6460346290412815,72.02535140302498,0.0014309937646181,0.0015603970262929,70.00294204177702,0.0,0.0026235846451255,46.29182267417964,66.77,75.73,60.93750000000004,73.92,71.55,72.42,2.1138197878247253,36.4506405298732,32.3564475191701,5.950248915903686,25.92978529333316,hold,hold,Recode's Ed Lee On Twitter's M&A Outlook: 'It Comes Down To Price',-1.0
